Title,Reference number,Published,Last updated
Stretta System for gastro-oesophageal reflux disease,MIB74,26-Jul-16,26-Jul-16
Non-Hodgkin's lymphoma: diagnosis and management,NG52,20-Jul-16,20-Jul-16
Alair bronchial thermoplasty system for adults with severe difficult to control asthma,MIB71,11-Jul-16,11-Jul-16
Prophylaxis against infective endocarditis: antimicrobial prophylaxis against infective endocarditis in adults and children undergoing interventional procedures,CG64,17-Mar-08,08-Jul-16
Non-alcoholic fatty liver disease (NAFLD): assessment and management,NG49,06-Jul-16,06-Jul-16
Oral health for adults in care homes,NG48,05-Jul-16,05-Jul-16
Cellvizio confocal endomicroscopy system for characterising pancreatic cysts,MIB69,28-Jun-16,28-Jun-16
Mobi-C for cervical disc replacement,MIB70,28-Jun-16,28-Jun-16
Alirocumab for treating primary hypercholesterolaemia and mixed dyslipidaemia,TA393,22-Jun-16,22-Jun-16
Evolocumab for treating primary hypercholesterolaemia and mixed dyslipidaemia,TA394,22-Jun-16,22-Jun-16
Ceritinib for previously treated anaplastic lymphoma kinase positive non-small-cell lung cancer,TA395,22-Jun-16,22-Jun-16
Trametinib in combination with dabrafenib for treating unresectable or metastatic melanoma,TA396,22-Jun-16,22-Jun-16
Adalimumab for treating moderate to severe hidradenitis suppurativa,TA392,22-Jun-16,22-Jun-16
Transcervical extracorporeal reverse flow neuroprotection for reducing the risk of stroke during carotid artery stenting,IPG561,22-Jun-16,22-Jun-16
Ultrasound-guided percutaneous radiofrequency ablation for benign thyroid nodules,IPG562,22-Jun-16,22-Jun-16
Bronchiolitis in children,QS122,22-Jun-16,22-Jun-16
Home care for older people,QS123,22-Jun-16,22-Jun-16
Breast cancer,QS12,28-Sep-11,16-Jun-16
S-Cath System for suprapubic catheterisation,MIB68,10-Jun-16,10-Jun-16
Complicated urinary tract infections: ceftolozane/tazobactam,ESNM74,09-Jun-16,09-Jun-16
Complicated intra-abdominal infections: ceftolozane/tazobactam,ESNM75,09-Jun-16,09-Jun-16
"Canagliflozin, dapagliflozin and empagliflozin as monotherapies for treating type 2 diabetes",TA390,25-May-16,25-May-16
Endovenous mechanochemical ablation for varicose veins,IPG557,25-May-16,25-May-16
Haematological cancers: improving outcomes,NG47,25-May-16,25-May-16
Reversal of the anticoagulant effect of dabigatran: idarucizumab,ESNM73,24-May-16,24-May-16
CareLink network service for remote monitoring of people with cardiac devices,MIB64,24-May-16,24-May-16
Prolaris gene expression assay for assessing long-term risk of prostate cancer progression,MIB65,24-May-16,24-May-16
Secca System for faecal incontinence,MIB66,24-May-16,24-May-16
LATITUDE NXT Patient Management System for monitoring cardiac devices at home,MIB67,24-May-16,24-May-16
ImmunoCAP ISAC 112 for multiplex allergen testing,DG24,18-May-16,18-May-16
Sacubitril valsartan for treating symptomatic chronic heart failure with reduced ejection fraction,TA388,27-Apr-16,27-Apr-16
"Topotecan, pegylated liposomal doxorubicin hydrochloride, paclitaxel, trabectedin and gemcitabine for treating recurrent ovarian cancer",TA389,27-Apr-16,27-Apr-16
Microwave ablation for treating liver metastases,IPG553,27-Apr-16,27-Apr-16
Balloon pulmonary angioplasty for chronic thromboembolic pulmonary hypertension,IPG554,27-Apr-16,27-Apr-16
Percutaneous interlaminar endoscopic lumbar discectomy for sciatica,IPG555,27-Apr-16,27-Apr-16
Percutaneous transforaminal endoscopic lumbar discectomy for sciatica,IPG556,27-Apr-16,27-Apr-16
Antimicrobial stewardship,QS121,22-Apr-16,22-Apr-16
Controlled drugs: safe use and management,NG46,12-Apr-16,12-Apr-16
Stroke in adults,QS2,29-Jun-10,12-Apr-16
Routine preoperative tests for elective surgery,NG45,05-Apr-16,05-Apr-16
Chronic wounds: advanced wound dressings and antimicrobial dressings,ESMPB2,30-Mar-16,30-Mar-16
Workplace health: management practices,NG13,24-Jun-15,24-Mar-16
Medicines optimisation,QS120,24-Mar-16,24-Mar-16
Food allergy,QS118,24-Mar-16,24-Mar-16
Ruxolitinib for treating disease-related splenomegaly or symptoms in adults with myelofibrosis,TA386,23-Mar-16,23-Mar-16
Corticosteroid-eluting bioabsorbable stent or spacer insertion during endoscopic sinus surgery to treat chronic rhinosinusitis,IPG551,23-Mar-16,23-Mar-16
Transcutaneous stimulation of the cervical branch of the vagus nerve for cluster headache and migraine,IPG552,23-Mar-16,23-Mar-16
Endoscopic carbon dioxide laser cricopharyngeal myotomy for relief of oropharyngeal dysphagia,IPG550,23-Mar-16,23-Mar-16
TactiCath Quartz catheter for percutaneous radiofrequency ablation in atrial fibrillation,MIB60,23-Mar-16,23-Mar-16
ThermoCool SmartTouch catheter for percutaneous radiofrequency ablation in atrial fibrillation,MIB61,23-Mar-16,23-Mar-16
Icare rebound tonometer to measure intraocular pressure,MIB57,15-Mar-16,15-Mar-16
Mersey Burns for calculating fluid resuscitation volume when managing burns,MIB58,15-Mar-16,15-Mar-16
Otovent nasal balloon for otitis media with effusion,MIB59,15-Mar-16,15-Mar-16
ClearWay RX for drug delivery to coronary artery thrombotic lesions,MIB55,11-Mar-16,11-Mar-16
ODFS Pace and Pace XL functional electrical stimulation devices for treating drop foot,MIB56,11-Mar-16,11-Mar-16
Community engagement: improving health and wellbeing and reducing health inequalities,NG44,04-Mar-16,04-Mar-16
Preventing excess winter deaths and illness associated with cold homes,QS117,04-Mar-16,04-Mar-16
Guidance on the use of temozolomide for the treatment of recurrent malignant glioma (brain cancer),TA23,26-Apr-01,03-Mar-16
Spectra Optia for automatic red blood cell exchange in people with sickle cell disease,MTG28,02-Mar-16,02-Mar-16
Prevention of chemotherapy induced nausea and vomiting in adults: netupitant/palonosetron,ESNM69,01-Mar-16,01-Mar-16
Domestic violence and abuse,QS116,29-Feb-16,29-Feb-16
Ezetimibe for treating primary heterozygous-familial and non-familial hypercholesterolaemia,TA385,24-Feb-16,24-Feb-16
Transition from children's to adults' services for young people using health or social care services,NG43,24-Feb-16,24-Feb-16
Angioplasty and stenting to treat peripheral arterial disease causing refractory erectile dysfunction,IPG546,24-Feb-16,24-Feb-16
Mechanical clot retrieval for treating acute ischaemic stroke,IPG548,24-Feb-16,24-Feb-16
Normothermic extracorporeal preservation of hearts for transplantation following donation after brainstem death,IPG549,24-Feb-16,24-Feb-16
Nivolumab for treating advanced (unresectable or metastatic) melanoma,TA384,18-Feb-16,18-Feb-16
Antenatal and postnatal mental health,QS115,18-Feb-16,18-Feb-16
Bipolar disorder in adults,QS95,23-Jul-15,18-Feb-16
"Therapeutic monitoring of TNF-alpha inhibitors in Crohn's disease (LISA-TRACKER ELISA kits, IDKmonitor ELISA kits, and Promonitor ELISA kits)",DG22,17-Feb-16,17-Feb-16
Fractures (non-complex): assessment and management,NG38,17-Feb-16,17-Feb-16
Major trauma: assessment and initial management,NG39,17-Feb-16,17-Feb-16
Major trauma: service delivery,NG40,17-Feb-16,17-Feb-16
Spinal injury: assessment and initial management,NG41,17-Feb-16,17-Feb-16
Xpert Carba-R to identify people carrying carbapenemase-producing organisms,MIB52,12-Feb-16,12-Feb-16
MiniMed 640G system with SmartGuard for managing blood glucose levels in people with type 1 diabetes,MIB51,12-Feb-16,12-Feb-16
Healthcare-associated infections,QS113,11-Feb-16,11-Feb-16
Irritable bowel syndrome in adults,QS114,11-Feb-16,11-Feb-16
Skin cancer prevention,PH32,26-Jan-11,09-Feb-16
Sunlight exposure: risks and benefits,NG34,09-Feb-16,09-Feb-16
TNF-alpha inhibitors for ankylosing spondylitis and non-radiographic axial spondyloarthritis,TA383,01-Feb-16,01-Feb-16
Gastro-oesophageal reflux in children and young people,QS112,28-Jan-16,28-Jan-16
Enzalutamide for treating metastatic hormone-relapsed prostate cancer before chemotherapy is indicated,TA377,27-Jan-16,27-Jan-16
Ramucirumab for treating advanced gastric cancer or gastro–oesophageal junction adenocarcinoma previously treated with chemotherapy,TA378,27-Jan-16,27-Jan-16
Nintedanib for treating idiopathic pulmonary fibrosis,TA379,27-Jan-16,27-Jan-16
Panobinostat for treating multiple myeloma after at least 2 previous treatments,TA380,27-Jan-16,27-Jan-16
Eltrombopag for treating severe aplastic anaemia refractory to immunosuppressive therapy (terminated appraisal),TA382,27-Jan-16,27-Jan-16
Percutaneous coblation of the intervertebral disc for low back pain and sciatica,IPG543,27-Jan-16,27-Jan-16
Percutaneous electrothermal treatment of the intervertebral disc annulus for low back pain and sciatica,IPG544,27-Jan-16,27-Jan-16
Percutaneous intradiscal radiofrequency treatment of the intervertebral disc nucleus for low back pain,IPG545,27-Jan-16,27-Jan-16
"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",TA375,26-Jan-16,26-Jan-16
EarlySense for heart and respiratory monitoring and predicting patient deterioration,MIB49,22-Jan-16,22-Jan-16
BladderScan BVI 9400 3D portable ultrasound scanner for measuring bladder volume,MIB50,22-Jan-16,22-Jan-16
Guidance on the use of imatinib for chronic myeloid leukaemia,TA70,22-Oct-03,21-Jan-16
Inflammatory lesions of papulopustular rosacea: ivermectin 10 mg/g cream,ESNM68,19-Jan-16,19-Jan-16
Obesity in adults: prevention and lifestyle weight management programmes,QS111,19-Jan-16,19-Jan-16
Pneumonia in adults,QS110,19-Jan-16,19-Jan-16
Preventing unintentional injury in under 15s,QS107,14-Jan-16,14-Jan-16
Multiple sclerosis,QS108,14-Jan-16,14-Jan-16
C3 glomerulopathy in the native kidney: eculizumab,ESUOM49,22-Dec-15,22-Dec-15
Older people: independence and mental wellbeing,NG32,17-Dec-15,17-Dec-15
Bladder cancer,QS106,17-Dec-15,17-Dec-15
Ciclosporin for treating dry eye disease that has not improved despite treatment with artificial tears,TA369,16-Dec-15,16-Dec-15
Bortezomib for previously untreated mantle cell lymphoma,TA370,16-Dec-15,16-Dec-15
"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",TA373,16-Dec-15,16-Dec-15
Erlotinib and gefitinib for treating non-small-cell lung cancer that has progressed after prior chemotherapy,TA374,16-Dec-15,16-Dec-15
Repetitive transcranial magnetic stimulation for depression,IPG542,16-Dec-15,16-Dec-15
Joint distraction for ankle osteoarthritis,IPG538,16-Dec-15,16-Dec-15
Radiofrequency ablation for symptomatic interdigital (Morton's) neuroma,IPG539,16-Dec-15,16-Dec-15
Electrical stimulation of the lower oesophageal sphincter for treating gastro-oesophageal reflux disease,IPG540,16-Dec-15,16-Dec-15
Insertion of a subretinal prosthesis system for retinitis pigmentosa,IPG537,16-Dec-15,16-Dec-15
Care of dying adults in the last days of life,NG31,16-Dec-15,16-Dec-15
Restless legs syndrome: Oxycodone/naloxone prolonged release,ESNM67,15-Dec-15,15-Dec-15
AdenoPlus point-of-care test for diagnosing adenoviral conjunctivitis,MIB46,15-Dec-15,15-Dec-15
TearLab osmolarity system for diagnosing dry eye disease,MIB47,15-Dec-15,15-Dec-15
Oral health promotion: general dental practice,NG30,15-Dec-15,15-Dec-15
External genital and perianal warts: green tea (Camellia sinensis) leaf extract 10% ointment,ESNM66,08-Dec-15,08-Dec-15
Gallstone disease,QS104,03-Dec-15,03-Dec-15
Acute heart failure,QS103,03-Dec-15,03-Dec-15
Diabetes mellitus type 1 and type 2: insulin glargine biosimilar (Abasaglar),ESNM64,02-Dec-15,02-Dec-15
Type 2 diabetes mellitus in adults: high-strength insulin glargine 300 units/ml (Toujeo),ESNM65,02-Dec-15,02-Dec-15
Transition between inpatient hospital settings and community or care home settings for adults with social care needs,NG27,01-Dec-15,01-Dec-15
Ombitasvir–paritaprevir–ritonavir with or without dasabuvir for treating chronic hepatitis C,TA365,25-Nov-15,25-Nov-15
Vortioxetine for treating major depressive episodes,TA367,25-Nov-15,25-Nov-15
Ledipasvir–sofosbuvir for treating chronic hepatitis C,TA363,25-Nov-15,25-Nov-15
Implantation of a corneal graft–keratoprosthesis for severe corneal opacity in wet blinking eyes,IPG534,25-Nov-15,25-Nov-15
Living-donor liver transplantation,IPG535,25-Nov-15,25-Nov-15
Sacral nerve stimulation for idiopathic chronic non-obstructive urinary retention,IPG536,25-Nov-15,25-Nov-15
"Children's attachment: attachment in children and young people who are adopted from care, in care or at high risk of going into care",NG26,25-Nov-15,25-Nov-15
Blood transfusion,NG24,18-Nov-15,18-Nov-15
VivaScope 1500 and 3000 imaging systems for detecting skin cancer lesions,DG19,11-Nov-15,11-Nov-15
ATEC system for vacuum-assisted breast biopsy,MIB43,10-Nov-15,10-Nov-15
Older people with social care needs and multiple long-term conditions,NG22,04-Nov-15,04-Nov-15
Coronary revascularisation: Cangrelor,ESNM63,03-Nov-15,03-Nov-15
Tolvaptan for treating autosomal dominant polycystic kidney disease,TA358,28-Oct-15,28-Oct-15
Idelalisib for treating chronic lymphocytic leukaemia,TA359,28-Oct-15,28-Oct-15
Paclitaxel as albumin-bound nanoparticles with carboplatin for untreated non-small-cell lung cancer (terminated appraisal),TA362,28-Oct-15,28-Oct-15
Implanting a baroreceptor stimulation device for resistant hypertension,IPG533,28-Oct-15,28-Oct-15
Developing and updating local formularies,MPG1,14-Mar-14,28-Oct-15
"Dementia, disability and frailty in later life – mid-life approaches to delay or prevent onset",NG16,20-Oct-15,20-Oct-15
"Bipolar disorder, psychosis and schizophrenia in children and young people",QS102,15-Oct-15,15-Oct-15
PROPATEN heparin-bonded vascular graft for peripheral arterial disease,MIB42,13-Oct-15,13-Oct-15
"Procalcitonin testing for diagnosing and monitoring sepsis (ADVIA Centaur BRAHMS PCT assay, BRAHMS PCT Sensitive Kryptor assay, Elecsys BRAHMS PCT assay, LIAISON BRAHMS PCT assay and VIDAS BRAHMS PCT assay)",DG18,07-Oct-15,07-Oct-15
Orthostatic hypotension due to autonomic dysfunction: midodrine,ESNM61,06-Oct-15,06-Oct-15
ERBE flexible cryoprobes for bronchoscopic diagnosis and treatment,MIB39,30-Sep-15,30-Sep-15
Active B12 assay for diagnosing vitamin B12 deficiency,MIB40,30-Sep-15,30-Sep-15
Low energy contact X-ray brachytherapy (the Papillon technique) for early stage rectal cancer,IPG532,23-Sep-15,23-Sep-15
Home care: delivering personal care and practical support to older people living in their own homes,NG21,17-Sep-15,17-Sep-15
Thermogard XP for therapeutic hypothermia after cardiac arrest,MIB37,09-Sep-15,09-Sep-15
i STAT CG4+ and CHEM8+ cartridges for point-of-care testing in the emergency department,MIB38,09-Sep-15,09-Sep-15
Secondary prevention after a myocardial infarction,QS99,04-Sep-15,04-Sep-15
"Coeliac disease: recognition, assessment and management",NG20,02-Sep-15,02-Sep-15
Hypertension in adults,QS28,20-Mar-13,01-Sep-15
Vedolizumab for treating moderately to severely active Crohn's disease after prior therapy,TA352,26-Aug-15,26-Aug-15
"Bevacizumab for treating relapsed, platinum?resistant epithelial ovarian, fallopian tube or primary peritoneal cancer (terminated appraisal)",TA353,26-Aug-15,26-Aug-15
Edoxaban for treating and for preventing deep vein thrombosis and pulmonary embolism,TA354,26-Aug-15,26-Aug-15
Preoperative high dose rate brachytherapy for rectal cancer,IPG531,26-Aug-15,26-Aug-15
Transcranial direct current stimulation (tDCS) for depression,IPG530,26-Aug-15,26-Aug-15
Antimicrobial stewardship: systems and processes for effective antimicrobial medicine use,NG15,18-Aug-15,18-Aug-15
Infantile haemangioma: topical timolol,ESUOM47,14-Aug-15,14-Aug-15
Visensia for early detection of deteriorating vital signs in adults in hospital,MIB36,05-Aug-15,05-Aug-15
Drug allergy,QS97,30-Jul-15,30-Jul-15
Insertion of a double balloon catheter for induction of labour in pregnant women without previous caesarean section,IPG528,23-Jul-15,23-Jul-15
Joint distraction for knee osteoarthritis without alignment correction,IPG529,23-Jul-15,23-Jul-15
Obesity in children and young people: prevention and lifestyle weight management programmes,QS94,23-Jul-15,23-Jul-15
Dyspepsia and gastro?oesophageal reflux disease in adults,QS96,23-Jul-15,23-Jul-15
Naloxegol for treating opioid?induced constipation,TA345,22-Jul-15,22-Jul-15
Aflibercept for treating diabetic macular oedema,TA346,22-Jul-15,22-Jul-15
"Nintedanib for previously treated locally advanced, metastatic, or locally recurrent non?small?cell lung cancer",TA347,22-Jul-15,22-Jul-15
Everolimus for preventing organ rejection in liver transplantation,TA348,22-Jul-15,22-Jul-15
